anio,provincia_id,provincia_nombre,codigo_delito_snic_id,codigo_delito_snic_nombre,cantidad_hechos,cantidad_victimas
2020,2,Ciudad Autónoma de Buenos Aires,10,Violaciones,249,258.0
2020,2,Ciudad Autónoma de Buenos Aires,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),33671,
2020,2,Ciudad Autónoma de Buenos Aires,17,Robos agravados por el resultado de lesiones y/o muertes ,1089,
2020,2,Ciudad Autónoma de Buenos Aires,19,Hurtos,25950,
2020,2,Ciudad Autónoma de Buenos Aires,31,Suicidios (consumados),206,206.0
2021,2,Ciudad Autónoma de Buenos Aires,1,Homicidios dolosos,99,103.0
2021,2,Ciudad Autónoma de Buenos Aires,2,Homicidios dolosos en grado de tentativa,79,93.0
2021,2,Ciudad Autónoma de Buenos Aires,3,Muertes en Accidentes Viales,97,97.0
2021,2,Ciudad Autónoma de Buenos Aires,10,Violaciones,319,334.0
2021,2,Ciudad Autónoma de Buenos Aires,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),43810,
2021,2,Ciudad Autónoma de Buenos Aires,17,Robos agravados por el resultado de lesiones y/o muertes ,1275,
2021,2,Ciudad Autónoma de Buenos Aires,19,Hurtos,36718,
2021,2,Ciudad Autónoma de Buenos Aires,31,Suicidios (consumados),236,236.0
